h5ad_var	index
LNPEP	4138
PDE4D	4139
RAD1	4140
BRIX1	4141
AGXT2	4142
PRLR	4143
SLC12A7	4144
IL4	4145
RAD50	4146
IL5	4147
ST8SIA4	4148
GNPDA1	4149
PCDH12	4150
SKP1	4151
NUP155	4152
PPP2CA	4153
FGF1	4154
NR3C1	4155
C5orf15	4156
PPWD1	4157
LIFR	4158
TRIM23	4159
TRAPPC13	4160
C9_ENSG00000113600	4161
SEC24A	4162
TXNDC15	4163
TTC33	4164
RARS1	4165
WWC1	4166
MACROH2A1	4167
TCERG1	4168
DPYSL3	4169
SMAD5	4170
CSNK1A1	4171
HMGXB3	4172
ERGIC1	4173
PDGFRB	4174
CDX1	4175
ATP6V0E1	4176
BNIP1	4177
STC2	4178
CPEB4	4179
HRH2	4180
DBN1	4181
ZNF346	4182
UNC5A	4183
EHHADH	4184
CNTN3	4185
SMC4	4186
SELENOK	4187
ACTR8	4188
TBCCD1	4189
TIMMDC1	4190
CRBN	4191
KNG1	4192
HRG	4193
BCL6	4194
HGD	4195
CLDN16	4196
ARL6	4197
NPHP3	4198
CD86	4199
AMOTL2	4200
NIT2	4201
FAM162A	4202
OGG1	4203
KPNA1	4204
PCCB	4205
UBE3A	4206
ARMC8	4207
CEP70	4208
RBP2	4209
RBP1	4210
SLC25A36	4211
GRK7	4212
RNF7	4213
TFDP2	4214
XRN1	4215
KAT2B	4216
BCHE	4217
SERPINI2	4218
PDCD10	4219
LRRC31	4220
WNT5A	4221
PFKFB4	4222
COL7A1	4223
FGF12	4224
PRKAR2A	4225
HES1	4226
USP4	4227
ACAP2	4228
ECT2	4229
GNAT1	4230
GNAI2	4231
TFG	4232
USP9Y	4233
HYAL1	4234
TUSC2	4235
NPRL2	4236
RPL24	4237
CYB561D2	4238
C3orf14	4239
FXR1	4240
CBLB	4241
BBX	4242
IFT57	4243
GNB4	4244
HHLA2	4245
IQCG	4246
GBE1	4247
MORC1	4248
UMPS	4249
NCBP2	4250
SNX4	4251
C3orf52	4252
FRMD4B	4253
SLC41A3	4254
ROPN1B	4255
PLXNA1	4256
ATP6V1A	4257
ABTB1	4258
PODXL2	4259
UPK1B	4260
CSPG5	4261
KLHL18	4262
SCAP	4263
EFCC1	4264
CFAP92	4265
NEK11	4266
MRPL3	4267
PLSCR4	4268
HEMK1	4269
CISH	4270
MAPKAPK3	4271
ACVR2B	4272
WDR48	4273
COMMD2	4274
GORASP1	4275
PEX5L	4276
RRP9	4277
ABCC5	4278
AADAC	4279
ABHD14B	4280
EIF1B	4281
ABHD14A-ACY1	4282
ARHGEF26	4283
KLHL24	4284
PLCH1	4285
VIPR1	4286
DNAH1	4287
SSR3	4288
ZBTB47	4289
TNNC1	4290
NKTR	4291
CLCN2	4292
FOXP1	4293
EIF4G1	4294
SPCS1	4295
NEK4	4296
SLC4A3	4297
INO80D	4298
EEF1B2	4299
ADAM23	4300
DGUOK	4301
MOB1A	4302
KANSL3	4303
LMAN2L	4304
RTKN	4305
TTL	4306
IL1A	4307
CCL20	4308
PIKFYVE	4309
KCNIP3	4310
FAHD2A	4311
NCL	4312
ACTR1B	4313
SLC35F5	4314
ZAP70	4315
ACTR3	4316
STEAP3	4317
EPB41L5	4318
TFCP2L1	4319
SF3B6	4320
TP53I3	4321
DNAJC27	4322
POMC	4323
STAM2	4324
OTOF	4325
GPD2	4326
CENPA	4327
CYTIP	4328
ACVR1	4329
TANC1	4330
SLC30A3	4331
MPV17	4332
GTF3C2	4333
EIF2B4	4334
NRBP1	4335
ITGB6	4336
FNDC4	4337
ITGA4	4338
PSMD14	4339
SNX17	4340
ASB3	4341
PPM1G	4342
PDE1A	4343
REEP6	4344
PCSK4	4345
GCG	4346
APC2	4347
IFIH1	4348
RPS15	4349
GCA	4350
INO80B	4351
MOGS	4352
TTC31	4353
NDUFS7	4354
PCGF1	4355
GRB14	4356
CLIP4	4357
TLX2	4358
SPTBN1	4359
AUP1	4360
RTN4	4361
HTRA2	4362
LOXL3	4363
DOK1	4364
GALNT3	4365
POLE4	4366
TACR1	4367
CCDC88A	4368
ACADL	4369
EVA1A	4370
MRPL19	4371
LANCL1	4372
WDR75	4373
EFEMP1	4374
REG1A	4375
FANCL	4376
FN1	4377
STAT1	4378
GLS	4379
PAPOLG	4380
DNAH6	4381
PECR	4382
UNC50	4383
IGFBP2	4384
ELMOD3	4385
IGFBP5	4386
USP34	4387
EFHD1	4388
KCNJ13	4389
CCT4	4390
GGCX	4391
NEU2	4392
EHBP1	4393
OTX1	4394
TXNDC9	4395
COQ10B	4396
GNLY	4397
SF3B1	4398
ST3GAL5	4399
CHST10	4400
PDCL3	4401
MOB4	4402
HSPE1	4403
KDM3A	4404
PLCD4	4405
CHMP3	4406
ZNF142	4407
IL1R2	4408
PRKAG3	4409
SMYD1	4410
IL1R1	4411
WNT6	4412
IL1RL2	4413
IL1RL1	4414
IL18R1	4415
IL18RAP	4416
SLC9A2	4417
FHL2	4418
MLPH	4419
CNPPD1	4420
UXS1	4421
ABCB6	4422
STK16	4423
SLC5A7	4424
HDLBP	4425
PPP1R7	4426
PASK	4427
STK25	4428
TPO	4429
PROC	4430
ID2	4431
TAF1B	4432
HPCAL1	4433
ODC1	4434
BIRC6	4435
NOL10	4436
PLEKHB2	4437
GORASP2	4438
STRN	4439
CEBPZ	4440
PRKD3	4441
DCAF17	4442
QPCT	4443
RAB3GAP1	4444
SLC25A12	4445
RMDN2	4446
DLX2	4447
LCT	4448
DARS1	4449
SRSF7	4450
SDC1	4451
PLCL1	4452
SLC1A4	4453
SOS1	4454
KYNU	4455
WIPF1	4456
ORC2	4457
COX7A2L	4458
PNO1	4459
ORC4	4460
PLEK	4461
RND3	4462
ATF2	4463
THADA	4464
AAK1	4465
TRAK2	4466
C2orf42	4467
TIA1	4468
PCYOX1	4469
KISS1R	4470
EPAS1	4471
ARID3A	4472
SUMO1	4473
CD207	4474
GRIN3B	4475
VAX2	4476
ATP6V1B1	4477
NFE2L2	4478
MSH6	4479
PLEKHA3	4480
SPR	4481
EPHA4	4482
PARD3B	4483
FARSB	4484
ALMS1	4485
BCL9	4486
PRRX1	4487
DHCR24	4488
DNAJC16	4489
MARK1	4490
TNR	4491
MORN1	4492
GPX7	4493
CACYBP	4494
SCP2	4495
TPSG1	4496
PAPPA2	4497
RALGPS2	4498
ANGPTL1	4499
CEP104	4500
FAM20B	4501
TCEANC2	4502
TMEM59	4503
LRRC42	4504
WRAP73	4505
NPHS2	4506
MRPL37	4507
ICMT	4508
RPL22	4509
CHD5	4510
QSOX1	4511
STXBP3	4512
PHF13	4513
ERRFI1	4514
PARK7	4515
ELAPOR1	4516
OPRD1	4517
AMPD2	4518
SRSF4	4519
MECR	4520
KCNC4	4521
EDEM3	4522
WDR77	4523
ATP5PB	4524
RAP1A	4525
HDAC1	4526
CAPZA1	4527
S100PBP	4528
RNF19B	4529
SCAMP3	4530
TRIM62	4531
ASH1L	4532
DLGAP3	4533
SFPQ	4534
RHOU	4535
GON4L	4536
ARHGEF2	4537
LAMTOR2	4538
MEF2D	4539
DOCK7	4540
SRM	4541
FBXO2	4542
FBXO6	4543
C1orf21	4544
SWT1	4545
MAD2L2	4546
DNAJC6	4547
LEPR	4548
IVNS1ABP	4549
KIAA2013	4550
MFN2	4551
PRG4	4552
MIIP	4553
SMG7	4554
NCF2	4555
PDC	4556
SLC35D1	4557
PLA2G4A	4558
GADD45A	4559
PRAMEF12	4560
WLS	4561
PRDM2	4562
RGS2	4563
RPE65	4564
RO60	4565
AMPD1	4566
UCHL5	4567
BCAS2	4568
SRSF11	4569
CTH	4570
AGMAT	4571
OLFML3	4572
TNNI3K	4573
CFHR3	4574
PLEKHM2	4575
CRYZ	4576
PHTF1	4577
ZBTB17	4578
CD58	4579
TFAP2E	4580
CD2	4581
TTF2	4582
NR5A2	4583
KIF21B	4584
TMEM9	4585
ADPRS	4586
MAP7D1	4587
WARS2	4588
HAO2	4589
OSCP1	4590
MRPS15	4591
EXOC8	4592
GNPAT	4593
TSNAX	4594
C1orf109	4595
RRAGC	4596
NID1	4597
LGALS8	4598
NT5C1A	4599
HPCAL4	4600
MTR	4601
BMP8B	4602
MYCL	4603
SIPA1L2	4604
ZP4	4605
RLF	4606
KMO	4607
ZNF684	4608
KCNQ4	4609
RIMS3	4610
AKT3	4611
ETV3	4612
ACADM	4613
ST6GALNAC5	4614
SLAMF1	4615
CD48	4616
ADGRL2	4617
PADI2	4618
SDHB	4619
MFAP2	4620
RPF1	4621
KDM5B	4622
UAP1	4623
ACTL8	4624
CTBS	4625
RGS4	4626
KLHL12	4627
IGSF21	4628
SSX2IP	4629
ZNHIT6	4630
PLA2G2D	4631
RBBP5	4632
GBP3	4633
GBP1	4634
KIF17	4635
GPR89A	4636
CDK18	4637
RAB29	4638
CD160	4639
ECE1	4640
HMGCL	4641
GALE	4642
ID3	4643
CR2	4644
CD46	4645
PRPF3	4646
APH1A	4647
P3H1	4648
SLC2A1	4649
EBNA1BP2	4650
CDC20	4651
MPL	4652
ARTN	4653
IPO13	4654
ATP6V0B	4655
B4GALT2	4656
ERI3	4657
PTCH2	4658
AKR1A1	4659
PRDX1	4660
PIK3R3	4661
TSPAN1	4662
BLZF1	4663
CCDC181	4664
SLC19A2	4665
FAAH	4666
NSUN4	4667
TMED5	4668
MROH9	4669
DR1	4670
CNN3	4671
PRRC2C	4672
F3_ENSG00000117525	4673
ABCD3	4674
VAMP4	4675
DPH5	4676
FASLG	4677
PTBP2	4678
TNFSF4	4679
PRDX6	4680
DARS2	4681
HSD11B1	4682
IRF6	4683
UTP25	4684
PLPPR5	4685
PLPPR4	4686
SERPINC1	4687
RCAN3	4688
SYF2	4689
RSRP1	4690
SLC35A3	4691
RCOR3	4692
STMN1	4693
MTFR1L	4694
MAN1C1	4695
NEK2	4696
RPS6KA1	4697
DHDDS	4698
NENF	4699
NSL1	4700
PROX1	4701
ARID1A	4702
CENPF	4703
RPA2	4704
PPP1R8	4705
STX12	4706
MTARC2	4707
SLC5A9	4708
OSBPL9	4709
TXNDC12	4710
ESYT2	4711
POLR1G	4712
MESD	4713
RCN2	4714
CHRNB4	4715
MUC5B	4716
CTSD	4717
COLEC11	4718
STAG1	4719
A4GNT	4720
STK11	4721
KMT2A	4722
TREH	4723
IFT46	4724
MMP8	4725
APOA1	4726
ZNF541	4727
SLC8A2	4728
KPTN	4729
RPS25	4730
KIF14	4731
TNNT2	4732
DDX59	4733
CAMSAP2	4734
ATF6	4735
CRYGD	4736
MREG	4737
TNP1	4738
FASTKD2	4739
NRP2	4740
CREB1	4741
KLF7	4742
TTR	4743
B4GALT6	4744
C1orf54	4745
CA14	4746
DNAI7	4747
IRAG2	4748
ATP10B	4749
SPCS2	4750
USP35	4751
ELOVL4	4752
FILIP1	4753
CASP8AP2	4754
HMGN3	4755
UBE3D	4756
CNR1	4757
SPACA1	4758
ANKRD13C	4759
SGIP1	4760
PHF3	4761
ZC2HC1B	4762
ADGB	4763
PLAGL1	4764
FBXO30	4765
TNFAIP3	4766
AKAP7	4767
RAB32	4768
MYB	4769
ALDH8A1	4770
SGK1	4771
RNF146	4772
ARG1	4773
CCN2	4774
TCF21	4775
PMFBP1	4776
FBXL5	4777
MED28	4778
SLC16A7	4779
RXYLT1	4780
ZNF430	4781
VAMP8	4782
DCLRE1B	4783
MYL12B	4784
FOXO3	4785
ARMC2	4786
GHRH	4787
RPN2	4788
TGIF2	4789
CASQ2	4790
OLFM3	4791
PKD2	4792
ABCG2	4793
SPP1	4794
STBD1	4795
CCNI	4796
RARRES1	4797
MFSD1	4798
RAB3GAP2	4799
EEF2KMT	4800
PPL	4801
UBN1	4802
KLF12	4803
UCHL3	4804
PCDH17	4805
HS1BP3	4806
LDAH	4807
WDR35	4808
CCND2	4809
FGF23	4810
ELL2	4811
DNAH7	4812
CYP20A1	4813
NDUFB3	4814
GTF3C3	4815
SATB2	4816
UBE2B	4817
TRPM6	4818
GDA	4819
KLF9	4820
TJP2	4821
ECRG4	4822
ITGB1BP1	4823
CPSF3	4824
PIGZ	4825
SENP5	4826
CCDC92	4827
C1orf198	4828
TRIM67	4829
HEATR1	4830
PTBP3	4831
RAD23B	4832
FKBP15	4833
CTNNAL1	4834
ABITRAM	4835
DYNC2I2	4836
SET	4837
PTPA	4838
GLE1	4839
RAB14	4840
CNTRL	4841
TRIM32	4842
FBXW2	4843
PHF19	4844
NEK6	4845
BSPRY	4846
PPP6C	4847
NDUFA8	4848
HDHD3	4849
RBM18	4850
SLC46A2	4851
HSDL2	4852
MAPKAP1	4853
NR4A3	4854
INVS	4855
GALNT12	4856
DENND1A	4857
ALG2	4858
CSF3R	4859
KDSR	4860
VPS4B	4861
ONECUT2	4862
C19orf25	4863
ZBTB45	4864
YLPM1	4865
DCAF4	4866
PROX2	4867
VSX2	4868
FCF1	4869
PGF	4870
IFI27L2	4871
BBOF1	4872
NEK9	4873
ACYP1	4874
IFT43	4875
NPC2	4876
DNAL1	4877
IRF2BPL	4878
ACOT2	4879
LTBP2	4880
AREL1	4881
MLH3	4882
TTLL5	4883
FLVCR2	4884
ABCD4	4885
DLST	4886
PPP4R4	4887
TGFB3	4888
ZC2HC1C	4889
SLIRP	4890
RBM25	4891
ALDH6A1	4892
GPR68	4893
ESRRB	4894
EIF2B2	4895
NRDE2	4896
COQ6	4897
ZNF410	4898
RHOQ	4899
GPR75	4900
SUPT7L	4901
KLHL29	4902
DNMT3A	4903
TMEM214	4904
ATAD2B	4905
FKBP1B	4906
ATL2	4907
YPEL5	4908
FAM98A	4909
YIPF4	4910
AFTPH	4911
LGALSL	4912
CNRIP1	4913
BCL11A	4914
CRIPT	4915
EPCAM	4916
SLC17A5	4917
OGFRL1	4918
SLF2	4919
IDE	4920
TECTB	4921
ELOVL3	4922
IFIT3	4923
NKX2-3	4924
IFIT2	4925
GPAM	4926
CUTC	4927
PPP1R3C	4928
PYROXD2	4929
CNNM1	4930
MXI1	4931
SMNDC1	4932
C10orf88	4933
HELLS	4934
PRLHR	4935
TCTN3	4936
DENND10	4937
AVPI1	4938
WDR11	4939
ARMH3	4940
KCNIP2	4941
CFAP58	4942
GOT1	4943
CPN1	4944
C10orf95	4945
SFRP5	4946
GNA13	4947
HOXB8	4948
KANSL1	4949
HOXB5	4950
CRHR1	4951
HOXB3	4952
HOXB1	4953
DUSP1	4954
PANK3	4955
MSX2	4956
TEK	4957
RCL1	4958
CAAP1	4959
EQTN	4960
MOB3B	4961
INSL6	4962
INSL4	4963
MLANA	4964
CD274	4965
IFNA6	4966
GRIA2	4967
NUP43	4968
MTHFD1L	4969
LRP11	4970
CCDC170	4971
PCMT1	4972
PLEKHG1	4973
MYCT1	4974
TASL	4975
CYSTM1	4976
WDR55	4977
ARAP3	4978
PCDHB8	4979
PCDHB10	4980
PCDHB14	4981
PCDHB12	4982
SLC25A2	4983
TNN	4984
MRPS14	4985
CENPL	4986
TNFSF18	4987
SEC16B	4988
GORAB	4989
GPR31	4990
ACAT2	4991
TCP1	4992
TTLL2	4993
SNX19	4994
KCNJ5	4995
MSANTD2	4996
TP53AIP1	4997
TEX11	4998
ARR3	4999
PDZD11	5000
SLC10A7	5001
NUDCD1	5002
ENY2	5003
MASTL	5004
KIAA1217	5005
LYZL1	5006
PLXDC2	5007
EPC1	5008
IQSEC3	5009
CCDC77	5010
TAF12	5011
ENOX1	5012
TNFSF11	5013
MTRF1	5014
SOHLH2	5015
DNAJC15	5016
PROSER1	5017
UFM1	5018
WBP4	5019
ELF1	5020
SMAD9	5021
HSPH1	5022
KBTBD7	5023
ALG5	5024
EXOSC8	5025
ETF1	5026
TGFBI	5027
FAM53C	5028
SIL1	5029
PAIP2	5030
MYOT	5031
KDM3B	5032
EGR1	5033
SERP1	5034
PLS1	5035
ZFP30	5036
NR2C1	5037
UTP20	5038
TMPO	5039
ARL1	5040
GLT8D2	5041
MTERF2	5042
SOCS2	5043
NFYB	5044
WASHC3	5045
APAF1	5046
DUSP4	5047
CLU	5048
TNFRSF10B	5049
SORBS3	5050
PTK2B	5051
CHRNA2	5052
ADRA1A	5053
PPP3CC	5054
PDLIM2	5055
EPHX2	5056
RNF170	5057
NPPB	5058
UBIAD1	5059
TARDBP	5060
TNFRSF8	5061
ZNF706	5062
LYPLA1	5063
CRISPLD1	5064
COPS5	5065
RDH10	5066
EPX	5067
AKAP1	5068
COIL	5069
TRIM25	5070
SCPEP1	5071
SPOP	5072
TBX2	5073
SLC35B1	5074
TBX4	5075
TEX14	5076
FAM117A	5077
NCAPH	5078
LRAT	5079
TMEM131L	5080
MND1	5081
TRIM6	5082
ABCC11	5083
TENT4B	5084
ADCY7	5085
CEP89	5086
TSHZ3	5087
ECHDC2	5088
TAS2R8	5089
PLBD1	5090
TAS2R10	5091
PRB2	5092
PYROXD1	5093
IAPP	5094
KCNJ8	5095
TAS2R7	5096
BCL2L14	5097
TAS2R9	5098
PSPC1	5099
ZNF549	5100
A1BG	5101
ZSCAN18	5102
ZNF211	5103
PDZRN3	5104
RGSL1	5105
LHX4	5106
RNF2	5107
TRMT1L	5108
SEC22A	5109
CSTA	5110
DPPA4	5111
POPDC2	5112
B4GALT4	5113
NAA50	5114
CD80	5115
KIF18A	5116
GJA8	5117
DESI2	5118
MAPK8IP1	5119
CRY2	5120
PEX16	5121
DEPDC7	5122
CAT	5123
PILRB	5124
ZMYM2	5125
GJB6	5126
GJA3	5127
TBC1D15	5128
ADGRB2	5129
HCRTR1	5130
ZCCHC17	5131
FABP3	5132
KHDRBS1	5133
TMEM39B	5134
CCRL2	5135
CCR2	5136
POLR3GL	5137
GHSR	5138
TNFSF10	5139
ZNF639	5140
SLITRK3	5141
PIK3CA	5142
PDS5A	5143
TMEM156	5144
LIAS	5145
CPXM2	5146
TMEM54	5147
ZSCAN20	5148
CSMD2	5149
HPCA	5150
LRIF1	5151
TMIGD3	5152
CLCC1	5153
GPSM2	5154
GTDC1	5155
CXCR4	5156
ZRANB3	5157
ACVR2A	5158
POLK	5159
SV2C	5160
FLT3	5161
RPL21	5162
MTIF3	5163
GTF3A	5164
RASL11A	5165
UBL3	5166
FYTTD1	5167
MTERF4	5168
XPNPEP2	5169
SASH3	5170
OCRL	5171
PAEP	5172
OBP2A	5173
MRPS2	5174
TBX22	5175
FMOD	5176
MYOG	5177
LAX1	5178
PLG	5179
KIAA1191	5180
COPA	5181
CD244	5182
LY9	5183
HS3ST2	5184
RBBP6	5185
ZC3H7A	5186
PRM2	5187
SERAC1	5188
ANXA11	5189
LDB3	5190
OPN4	5191
SHLD2	5192
PRXL2A	5193
ZNF205	5194
NAA60	5195
RPL5	5196
ODF2L	5197
PTGFR	5198
SPATA1	5199
TRMT13	5200
LRRC39	5201
RWDD3	5202
ZNF644	5203
CCDC18	5204
RPAP2	5205
SLC66A2	5206
BBS9	5207
PMS2	5208
ZMIZ2	5209
OCM	5210
SEPTIN7	5211
EEPD1	5212
KLHL7	5213
HERPUD2	5214
CBX3	5215
HNRNPA2B1	5216
WIPF3	5217
NXPH1	5218
NPY	5219
HYCC1	5220
HOXA7	5221
INHBA	5222
FKBP9	5223
NT5C3A	5224
ARL4A	5225
CCZ1	5226
POLM	5227
RAMP3	5228
MRM2	5229
TWIST1	5230
SMU1	5231
GLIPR2	5232
SLC25A51	5233
CLTA	5234
RECK	5235
SPINK4	5236
TAF1L	5237
ACO1	5238
PHF24	5239
DNAI1	5240
DCAF10	5241
CNTFR	5242
KIAA1549	5243
TRIM24	5244
CYREN	5245
CALD1	5246
AKR1D1	5247
NUDT10	5248
SFTPA1	5249
NEUROG3	5250
PLAU	5251
SRGN	5252
CHST3	5253
BICC1	5254
CISD1	5255
EGR2	5256
ECD	5257
P4HA1	5258
SLC25A16	5259
ZWINT	5260
VPS26A	5261
RBM19	5262
CIT	5263
IFT81	5264
ACADS	5265
HVCN1	5266
DDX54	5267
MED13L	5268
CDKN2C	5269
RNF11	5270
RASSF8	5271
BHLHE41	5272
SSPN	5273
ITPR2	5274
CCDC91	5275
NECAB1	5276
WWP1	5277
ACOT9	5278
PRDX4	5279
DDX39A	5280
PKN1	5281
TRIR	5282
ADGRE5	5283
WDR83	5284
GIPC1	5285
ACTRT1	5286
CCDC70	5287
SPRYD7	5288
EBPL	5289
ATP7B	5290
ZC3H13	5291
NLN	5292
CENPK	5293
OPTN	5294
ITIH5	5295
ATF1	5296
TSFM	5297
NEUROD4	5298
ARHGAP9	5299
NCKAP1L	5300
MMP19	5301
PFDN5	5302
SPATS2	5303
ORMDL2	5304
NR4A1	5305
PDE1B	5306
HOXC13	5307
CDK2	5308
LRP1	5309
HOXC11	5310
ATG101	5311
NFE2	5312
HOXC12	5313
IKZF4	5314
SMUG1	5315
TUBA1B	5316
EEF1AKMT3	5317
KBTBD4	5318
SARDH	5319
DBH	5320
ATPAF1	5321
STIL	5322
HJURP	5323
IL13RA2	5324
COL10A1	5325
AMD1	5326
NDUFAF4	5327
USP45	5328
PLP1	5329
SERPINA7	5330
MORF4L2	5331
H2BW1	5332
RAB9B	5333
NRK	5334
FAM199X	5335
RAB9A	5336
METTL8	5337
TTC21B	5338
NMI	5339
TNFAIP6	5340
ACVR1C	5341
BAZ2B	5342
SLC36A1	5343
LPGAT1	5344
BATF3	5345
G0S2	5346
KCNJ2	5347
RAP2C	5348
EXOSC9	5349
PLA2G12A	5350
B9D2	5351
COQ8B	5352
PFKFB2	5353
C4BPA	5354
C4BPB	5355
RAB38	5356
GPR83	5357
AGO2	5358
MXD4	5359
CKS2	5360
DAW1	5361
ACSL3	5362
CHPF	5363
DNPEP	5364
INHA	5365
MOGAT1	5366
OBSL1	5367
FAM124B	5368
SLC12A4	5369
ENKD1	5370
MC3R	5371
GCNT7	5372
CTCFL	5373
FAM210B	5374
PI3	5375
FAM209A	5376
SNX21	5377
SLPI	5378
WFDC3	5379
TTPAL	5380
PREX1	5381
KCNS1	5382
SLC12A5	5383
ARHGAP40	5384
SDC4	5385
NCOA3	5386
PIGT	5387
SEMG2	5388
MATN4	5389
NCOA5	5390
VAPB	5391
PARD6B	5392
ATP5F1E	5393
CHD6	5394
PLCG1	5395
TOX2	5396
SRSF6	5397
GDAP1L1	5398
GTSF1L	5399
ARFGEF2	5400
ZNFX1	5401
ZNF831	5402
EDN3	5403
CSE1L	5404
PEDS1-UBE2V1	5405
RAB22A	5406
PTGIS	5407
STAU1	5408
CDH26	5409
SNAI1	5410
MOCS3	5411
STX16	5412
PMEPA1	5413
RNF114	5414
ANKRD60	5415
DDX27	5416
RBPJL	5417
SEMG1	5418
C20orf85	5419
BCAS4	5420
KCNK15	5421
TP53TG5	5422
PCK1	5423
ZBP1	5424
NEURL2	5425
MAGEA10	5426
MTRR	5427
FASTKD3	5428
PEPD	5429
CHST8	5430
IQSEC2	5431
VAMP7_ENSG00000124333	5432
IL9R_ENSG00000124334	5433
XG	5434
STAMBP	5435
NAGK	5436
MCEE	5437
PAIP2B	5438
SNRNP27	5439
MPHOSPH10	5440
IL17C	5441
ATP8A1	5442
USP22	5443
POF1B	5444
HIF3A	5445
ZNF576	5446
IRGC	5447
ZNF45	5448
LYPD3	5449
PSG8	5450
CEACAM8	5451
NDP	5452
USP9X	5453
CRISP2	5454
F13A1	5455
GRM4	5456
TRERF1	5457
PACSIN1	5458
BTN2A2	5459
SIRT5	5460
MRS2	5461
WRNIP1	5462
RRP36	5463
BTN1A1	5464
SNRPC	5465
SLC17A3	5466
SLC17A1	5467
SERPINB6	5468
XPO5	5469
ABCC10	5470
H1-3	5471
PEX6	5472
NQO2	5473
ENSG00000124593.16	5474
OARD1	5475
UNC5CL	5476
AARS2	5477
H1-1	5478
ZNF391	5479
RPS10	5480
MOCS1	5481
H2BC11	5482
MED20	5483
OR2B6	5484
TBCC	5485
SPDEF	5486
TCP11	5487
MAD2L1BP	5488
APOBEC2	5489
KLHDC3	5490
GNMT	5491
DNAH8	5492
TREM1	5493
MEA1	5494
KLHL31	5495
COL21A1	5496
CDKN1A	5497
SOX4	5498
GLO1	5499
CPNE5	5500
KCNK17	5501
RREB1	5502
SSR1	5503
RIOK1	5504
NRN1	5505
SLC35B3	5506
RPP40	5507
ATXN1	5508
NUP153	5509
DEK	5510
EEF1E1	5511
CRISP1	5512
RUNX2	5513
OPN5	5514
GCM2	5515
LRRFIP1	5516
RAB17	5517
CXCL6	5518
EREG	5519
TRIM51	5520
MYRF	5521
SCGB1D2	5522
SCGB2A1	5523
AHNAK	5524
EMC3	5525
SSUH2	5526
WNT1	5527
SH3TC1	5528
CNOT1	5529
BBS2	5530
MT1G	5531
MT2A	5532
PHAF1	5533
GOT2	5534
DOK4	5535
PIWIL1	5536
GPR18	5537
CLYBL	5538
TMTC4	5539
RAP2A	5540
SLC10A2	5541
ABCC4	5542
EFNB2	5543
SOX21	5544
TM9SF2	5545
HROB	5546
KIF25	5547
IRF1	5548
UPF3B	5549
RNF113A	5550
SEPTIN6	5551
TMEM255A	5552
NDUFA1	5553
AMELX	5554
DMAC2L	5555
BMP4	5556
PTGER2	5557
FAM193A	5558
GRK4	5559
SOX9	5560
TEKT3	5561
MYH2	5562
HS3ST3B1	5563
SLC25A35	5564
MRPS7	5565
GGA3	5566
ARMC7	5567
NUP85	5568
SLC25A19	5569
MIF4GD	5570
NT5C	5571
MSTO1	5572
TTF1	5573
GTF3C4	5574
DDX31	5575
BARHL1	5576
KIR2DL1	5577
PPP1R12C	5578
MBOAT7	5579
SRMS	5580
OPRL1	5581
SLC2A4RG	5582
NPBWR2	5583
FNDC11	5584
BHLHE23	5585
PPDPF	5586
IL1B	5587
PLGLB2	5588
IL37	5589
CHCHD5	5590
PAX8	5591
INSIG2	5592
POLR1B	5593
CCDC93	5594
PSD4	5595
SLC25A23	5596
PSPN	5597
GTF2F1	5598
ALKBH7	5599
CLPP	5600
TNFSF9	5601
GRIA3	5602
THOC2	5603
MED1	5604
RPL23	5605
ENSG00000125695.12	5606
ATG4C	5607
CD70	5608
C3_ENSG00000125730	5609
SH2D3A	5610
TRIP10	5611
GPR108	5612
TNFSF14	5613
FOSB	5614
OPA3	5615
SNRPD2	5616
RTN2	5617
EML2	5618
VASP	5619
SYMPK	5620
GPCPD1	5621
SDCBP2	5622
PANK2	5623
TGM3	5624
GNRH2	5625
FOXA2	5626
CD93	5627
GZF1	5628
PAX1	5629
NAPB	5630
CST8	5631
NKX2-4	5632
CENPB	5633
PSMF1	5634
NKX2-2	5635
DTD1	5636
CSTL1	5637
RBCK1	5638
TMX4	5639
STK35	5640
SNRPB	5641
NRSN2	5642
AP5S1	5643
RRBP1	5644
BMP2	5645
ZNF133	5646
FLRT3	5647
OVOL2	5648
PCSK2	5649
GFRA4	5650
MKKS_ENSG00000125863	5651
BFSP1	5652
DSTN	5653
LAMP5	5654
SNRPB2	5655
MGME1	5656
LRRN4	5657
TBC1D20	5658
ITPA	5659
TCF15	5660
OTOR	5661
MCM8	5662
BANF2	5663
TMEM74B	5664
FAM110A	5665
SIRPD	5666
MRPS26	5667
S1PR4	5668
NCLN	5669
CITED1	5670
HNRNPR	5671
ZNF436	5672
MAX	5673
CHURC1-FNTB	5674
ARMCX5	5675
GDF5	5676
MMP24	5677
NECAB3	5678
ID1	5679
RALY	5680
DYNLRB1	5681
C20orf173	5682
EIF2S2	5683
ERGIC3	5684
ROMO1	5685
FAM83C	5686
BPIFB1	5687
CEP250	5688
PLAGL2	5689
MMP24OS	5690
GRPR	5691
KDM5C	5692
AMOT	5693
TMEM115	5694
PSMB2	5695
AGO3	5696
UROD	5697
ST3GAL3	5698
TMEM53	5699
HECTD3	5700
KLC1	5701
XRCC3	5702
TUBGCP3	5703
MCF2L	5704
F10_ENSG00000126218	5705
PCID2	5706
PROZ	5707
SLURP1	5708
LRFN3	5709
IGFLR1	5710
