h5ad_var	index
KLHDC8A	10621
PM20D1	10622
PKDCC	10623
OXER1	10624
HAAO	10625
B3GALNT2	10626
MAPKAPK2	10627
IL20	10628
IL24	10629
FCMR	10630
PIGR	10631
FCAMR	10632
CAPN2	10633
MRPL55	10634
WDR26	10635
REL	10636
PUS10	10637
PEX13	10638
SANBR	10639
TRIM17	10640
RFTN2	10641
DISC1	10642
CAPN13	10643
LRRTM1	10644
MEMO1	10645
DPY30	10646
TYW5	10647
MAIP1	10648
KCNF1	10649
SLC66A3	10650
ARL5A	10651
LRATD1	10652
KCNJ3	10653
NEUROD1	10654
CLHC1	10655
FRZB	10656
DUSP19	10657
CFAP36	10658
NUP35	10659
CCDC138	10660
ZSWIM2	10661
FBXO41	10662
ACTG2	10663
WDCP	10664
SMC6	10665
VSNL1	10666
CCDC74A	10667
H3-3A	10668
ANKRD30BL	10669
COQ8A	10670
SLC16A14	10671
TEKT4	10672
EN1	10673
SGCB	10674
SPATA18	10675
NOSTRIN	10676
CFAP221	10677
SGPP2	10678
INHBB	10679
XIRP2	10680
BBS5	10681
SMARCAD1	10682
HPGDS	10683
PDLIM5	10684
PDHA2	10685
STPG2	10686
NEURL3	10687
RPRD2	10688
ANKRD23	10689
CTSS	10690
MSX1	10691
PACRGL	10692
BNIPL	10693
C1QTNF7	10694
TNFAIP8L2	10695
LYSMD1	10696
SCNM1	10697
TMOD4	10698
VPS72	10699
ERCC3	10700
RNF149	10701
IWS1	10702
BOLA3	10703
CDC42EP3	10704
S100A11	10705
LCE3D	10706
SMCP	10707
IVL	10708
SPRR3	10709
DHX57	10710
SPRR2D	10711
BMP10	10712
PGLYRP4	10713
ARHGAP25	10714
S100A9	10715
S100A12	10716
TGFA	10717
TDRD10	10718
CCNYL1	10719
FZD5	10720
CRYGC	10721
DCAF16	10722
CFAP141	10723
NPPC	10724
GNPDA2	10725
ALPP	10726
GABRG1	10727
ALPG	10728
GABRB1	10729
PAQR3	10730
NIPAL1	10731
ALPI	10732
ANTXR2	10733
HELQ	10734
MRPS18C	10735
CGGBP1	10736
ABRAXAS1	10737
GPR155	10738
DAPL1	10739
PMVK	10740
PBXIP1	10741
CLDN1	10742
PYGO2	10743
HIPK1	10744
LENEP	10745
DCST2	10746
DCST1	10747
COL6A3	10748
INAVA	10749
YY1AP1	10750
KBTBD8	10751
TAFA4	10752
EOGT	10753
LMOD3	10754
NAXE	10755
POGLUT1	10756
SLC22A15	10757
CCKAR	10758
IGFN1	10759
ATP1A1	10760
SLC15A2	10761
EIF4E3	10762
PROK2	10763
TEX55	10764
LRRC58	10765
FSTL1	10766
LMOD1	10767
ELF3	10768
PDCL2	10769
TMEM183A	10770
TMEM169	10771
IGFBP7	10772
TRIM46	10773
KRTCAP2	10774
CXCR1	10775
ARPC2	10776
TSACC	10777
CCT3	10778
TMEM79	10779
SSR2	10780
RNF25	10781
STK36	10782
ADORA1	10783
NEK10	10784
CCDC141	10785
FEV	10786
CRYBA2	10787
IHH	10788
CIP2A	10789
EOMES	10790
CWC22	10791
AZI2	10792
TGFBR2	10793
RETNLB	10794
ANKZF1	10795
HDAC11	10796
FCRL4	10797
TRAT1	10798
FBLN2	10799
GLB1L	10800
STT3B	10801
CHCHD4	10802
DPPA2	10803
NFASC	10804
FCRL1	10805
SGO2	10806
SERPINI1	10807
CLASP2	10808
SUCLG1	10809
NUAK2	10810
SPTA1	10811
PRKCI	10812
MNDA	10813
PYHIN1	10814
IFI16	10815
AIM2	10816
EFHB	10817
EIF5A2	10818
SLC2A2	10819
RPL22L1	10820
FABP1	10821
PPM1L	10822
ICA1L	10823
CTLA4	10824
ICOS	10825
RYBP	10826
PPP4R2	10827
CD200R1	10828
GTPBP8	10829
NEPRO	10830
SPICE1	10831
CCDC191	10832
CADPS	10833
NKX6-1	10834
CDS1	10835
WDFY3	10836
COX18	10837
PTPN13	10838
SYNPR	10839
ALB	10840
C3orf49	10841
C4orf36	10842
THOC7	10843
ATXN7	10844
PSMD6	10845
PRICKLE2	10846
ADAMTS9	10847
PPM1K	10848
ERICH6	10849
CLRN1	10850
GMPS	10851
TIPARP	10852
CCNL1	10853
PTX3	10854
HESX1	10855
DCLK3	10856
SLMAP	10857
RPL9	10858
SMIM14	10859
RPP14	10860
ABHD6	10861
DNASE1L3	10862
CFAP20DC	10863
RBM47	10864
APBB2	10865
IL17RE	10866
IL17RC	10867
CRELD1	10868
PRRT3	10869
FANCD2OS	10870
PCOLCE2	10871
U2SURP	10872
MTMR14	10873
TTC14	10874
CXCL3	10875
CXCL5	10876
PPBP	10877
PF4	10878
MTHFD2L	10879
CXCL1	10880
RCHY1	10881
PLSCR2	10882
CCDC158	10883
CPA3	10884
GYG1	10885
HPS3	10886
TM4SF18	10887
TOPBP1	10888
RYK	10889
SNRK	10890
TCF23	10891
DNAJC5G	10892
UCN	10893
ZNF513	10894
SLC4A1AP	10895
PLB1	10896
SPDYA	10897
KIAA1143	10898
KIF15	10899
TGM4	10900
WDR43	10901
ZDHHC3	10902
CDCP1	10903
CLEC3B	10904
SLC6A20	10905
LZTFL1	10906
FYCO1	10907
CCR1	10908
RTP3	10909
LRRC2	10910
ELP6	10911
FBXO40	10912
DTX3L	10913
ZNF148	10914
NMNAT3	10915
SMIM12	10916
ZMYM6	10917
TPRA1	10918
YEATS2	10919
GRIK3	10920
ZC3H12A	10921
MEAF6	10922
SNIP1	10923
DNALI1	10924
POLR2H	10925
KLF15	10926
CFAP100	10927
CAMK2N2	10928
LIPH	10929
TMEM41A	10930
RPN1	10931
SENP2	10932
HEYL	10933
IFT122	10934
RHO	10935
RFC4	10936
RPL39L	10937
BAP1	10938
TKT	10939
PRKCD	10940
RFT1	10941
SFMBT1	10942
GNL3	10943
PBRM1	10944
UVSSA	10945
TASOR	10946
ARHGEF3	10947
SLBP	10948
LRPAP1	10949
ZDHHC19	10950
SLC51A	10951
UBXN7	10952
RNF168	10953
PIGX	10954
MELTF	10955
OTOP1	10956
S100P	10957
ABLIM2	10958
EXO5	10959
CLDN19	10960
C1orf50	10961
ERMAP	10962
ZNF691	10963
AIMP1	10964
SGMS2	10965
METAP1	10966
DNAJB14	10967
H2AZ1	10968
EMCN	10969
SLC9B1	10970
SLC9B2	10971
BDH2	10972
PGRMC2	10973
CDC25A	10974
CAMP	10975
ZNF589	10976
FBXW12	10977
PLXNB1	10978
CCDC51	10979
ATRIP	10980
SHISA5	10981
SPRY1	10982
BSN	10983
APEH	10984
INTU	10985
RNF123	10986
HSPA4L	10987
MFSD8	10988
ABHD18	10989
CAMKV	10990
MON1A	10991
MST1R	10992
RAD54L2	10993
TEX264	10994
GRM2	10995
DUSP7	10996
POC1A	10997
PPM1M	10998
ETNPPL	10999
WDR82	11000
PITX2	11001
C4orf3	11002
PRSS12	11003
NDST3	11004
HMGB2	11005
SAP30	11006
SCRG1	11007
HAND2	11008
MAD2L1	11009
ANXA5	11010
SMIM43	11011
ADAD1	11012
MAP9	11013
GUCY1A1	11014
FBXO8	11015
CEP44	11016
HPGD	11017
ASB5	11018
C4orf45	11019
TMEM144	11020
GASK1B	11021
NPY1R	11022
NPY5R	11023
NAA15	11024
IL15	11025
FHIP1A	11026
ARFIP1	11027
ICE1	11028
HHIP	11029
ANAPC10	11030
ABCE1	11031
OTUD4	11032
LSM6	11033
TMEM184C	11034
PRMT9	11035
ITGA2	11036
MOCS2	11037
SLC45A2	11038
EDIL3	11039
TMEM161B	11040
ELOVL7	11041
NDUFAF2	11042
ZNF474	11043
LMBRD2	11044
RANBP3L	11045
NIPBL	11046
RNF180	11047
ADGRV1	11048
SLC25A46	11049
STARD4	11050
PGGT1B	11051
F2RL2	11052
CCDC112	11053
ANKRD33B	11054
CMBL	11055
C5orf63	11056
PRRC1	11057
F2RL1	11058
AGGF1	11059
WDR41	11060
PRDM9	11061
NDUFS4	11062
SCGB3A2	11063
SPINK1	11064
HTR4	11065
ESM1	11066
GRPEL2	11067
CDC20B	11068
ARSK	11069
RHOBTB3	11070
GPX8	11071
TIGD6	11072
SERINC5	11073
ENPP6	11074
CAGE1	11075
CASP3	11076
PRIMPOL	11077
ERAP1	11078
ERAP2	11079
CMYA5	11080
EGFLAM	11081
CFAP97	11082
TMEM174	11083
CARTPT	11084
RICTOR	11085
TENT2	11086
EBF1	11087
ANKRA2	11088
UBLCP1	11089
FAM170A	11090
UTP15	11091
TLR3	11092
KLKB1	11093
NSA2	11094
GFM2	11095
TERT	11096
SLC6A18	11097
CCDC127	11098
FOXQ1	11099
ACSL6	11100
IL3	11101
CSF2	11102
SEPTIN8	11103
SHROOM1	11104
GDF9	11105
UQCRQ	11106
LEAP2	11107
GJB7	11108
SLC35A1	11109
GRIK2	11110
CGAS	11111
FABP7	11112
TLX3	11113
TXLNB	11114
CITED2	11115
CALHM4	11116
TBXT	11117
CREBRF	11118
DCBLD1	11119
SFXN1	11120
SAMD3	11121
TMEM200A	11122
IL22RA2	11123
DACT2	11124
PDSS2	11125
SPATA48	11126
STXBP5	11127
IL31RA	11128
ANKRD55	11129
RAET1E	11130
PI16	11131
TBX20	11132
DAGLB	11133
MATCAP2	11134
STK17A	11135
TRA2A	11136
GALNT10	11137
SAP30L	11138
RPS14	11139
HCN1	11140
MYOZ3	11141
COG5	11142
NEUROD6	11143
BMT2	11144
GPR85	11145
SLU7	11146
RP9	11147
PTTG1	11148
CAMLG	11149
BMPER	11150
RELL2	11151
KCNK5	11152
KIF6	11153
ZNF12	11154
SLC29A4	11155
TEX47	11156
STEAP1	11157
CDCA7L	11158
SP8	11159
MIOS	11160
ELAPOR2	11161
USP49	11162
SYTL3	11163
IQUB	11164
HEY1	11165
ZNF704	11166
FABP5	11167
SHH	11168
TAGAP	11169
COL1A2	11170
FNDC1	11171
CHMP4C	11172
SLC13A4	11173
PGAM2	11174
BRI3	11175
LMTK2	11176
SLC35G3	11177
CTSB	11178
SOX17	11179
DLC1	11180
ADCY1	11181
C8orf48	11182
SUN3	11183
C7orf57	11184
HNF4G	11185
PEX2	11186
RAD21	11187
SLC30A8	11188
MED30	11189
TNFRSF11B	11190
SBSPON	11191
PHKG1	11192
EN2	11193
KCNV1	11194
CSMD3	11195
SPIDR	11196
ORC5	11197
DEFA5	11198
DNAAF5	11199
DEFA4	11200
DEFA6	11201
OSGIN2	11202
DEFB1	11203
SUN1	11204
OXR1	11205
TMEM74	11206
GPR146	11207
GPER1	11208
UNCX	11209
TMEM184A	11210
NOS3	11211
MICALL2	11212
CA3	11213
INTS1	11214
CDK5	11215
SLC4A2	11216
SLC7A13	11217
FASTK	11218
TMUB1	11219
FMC1	11220
GBX1	11221
PHAX	11222
ALDH7A1	11223
FOXK1	11224
COX6C	11225
OSR2	11226
YWHAZ	11227
BAALC	11228
FZD6	11229
CTHRC1	11230
SLC25A32	11231
DCAF13	11232
DCSTAMP	11233
TP53INP1	11234
INTS8	11235
VIRMA	11236
FREM1	11237
GEM	11238
PDP1	11239
TMEM67	11240
WASHC5	11241
RPP25L	11242
FAM219A	11243
C9orf24	11244
SNAPC3	11245
MYORG	11246
NUDT2	11247
TMEM65	11248
PSIP1	11249
CCDC171	11250
UBAP1	11251
DIRAS2	11252
SYK	11253
NIPSNAP3B	11254
ABCA1	11255
NFIL3	11256
LETM2	11257
METTL2B	11258
FXN	11259
ZMAT4	11260
NKX6-3	11261
TMEM71	11262
MAMDC2	11263
PRSS37	11264
CPA6	11265
C8orf34	11266
TMC1	11267
ALDH1A1	11268
KDM1B	11269
HGSNAT	11270
RASEF	11271
GKAP1	11272
KIF27	11273
C9orf64	11274
HNRNPK	11275
SSMEM1	11276
SVEP1	11277
TRPV6	11278
LLCFC1	11279
ANKS6	11280
FBP1	11281
PGAP4	11282
ZHX1	11283
CFAP47	11284
CYBB	11285
DYNLT3	11286
METTL27	11287
MID1IP1	11288
SHOC1	11289
CXorf58	11290
KIAA1958	11291
PTCHD1	11292
RNF183	11293
ASB11	11294
PCDH19	11295
PIGA	11296
VEGFD	11297
OR1Q1	11298
STRBP	11299
CLDN3	11300
GAPVD1	11301
CARD19	11302
WNK2	11303
ATP7A	11304
ZNF367	11305
NLGN4Y	11306
HDX	11307
NDUFB6	11308
AQP7	11309
NOL6	11310
AQP3	11311
TRMT10B	11312
VCP	11313
PIGO	11314
STOML2	11315
BRWD3	11316
SLITRK5	11317
MELK	11318
ARMC3	11319
OTUD1	11320
ARHGAP12	11321
FAT3	11322
DEUP1	11323
HECTD2	11324
SLC7A3	11325
FBXO33	11326
INTS6L	11327
GPR101	11328
CLDN2	11329
LRFN5	11330
LRRC18	11331
SPTSSA	11332
WRN	11333
MARCHF8	11334
TSHR	11335
CFL2	11336
SUGT1	11337
GTF2A1	11338
ZCCHC24	11339
PGM2L1	11340
PHYHIPL	11341
SLC16A9	11342
FOLR2	11343
INPPL1	11344
PHOX2A	11345
MBL2	11346
GJB2	11347
CRYL1	11348
REEP3	11349
HEPACAM	11350
SKA3	11351
MICU2	11352
DDIAS	11353
PCF11	11354
PKNOX2	11355
RPL10L	11356
LRR1	11357
RPL36AL	11358
DNAAF2	11359
DEPP1	11360
MAGEC3	11361
ZNF22	11362
KLHDC2	11363
EML5	11364
NEMF	11365
RPUSD4	11366
ARF6	11367
TTC8	11368
TMEM63C	11369
NGB	11370
NOXRED1	11371
CDX2	11372
AMER2	11373
AKR1E2	11374
KBTBD6	11375
SSX5	11376
SSX3	11377
OTX2	11378
FAAH2	11379
DRGX	11380
NUDT5	11381
DACT1	11382
OXGR1	11383
UCMA	11384
BEND7	11385
ATP5F1C	11386
PRPF18	11387
TAF3	11388
VSTM4	11389
VDAC2	11390
SOHLH1	11391
COMTD1	11392
SLC18A2	11393
PDZD8	11394
ZNF503	11395
ABRAXAS2	11396
QSOX2	11397
FAM204A	11398
NSD1	11399
PRDX3	11400
ENOX2	11401
GHITM	11402
CLEC1B	11403
SNAPC4	11404
TMEM52B	11405
PMPCA	11406
ENTR1	11407
FRMD7	11408
AK8	11409
SPACA9	11410
TSC1	11411
GFI1B	11412
HPRT1	11413
BORCS5	11414
DIPK1B	11415
ZMYND19	11416
STOX1	11417
RET	11418
DDX21	11419
BMS1	11420
STK32C	11421
JCAD	11422
OR4K2	11423
FUNDC2	11424
PIP4P1	11425
METTL17	11426
SLC39A2	11427
NDRG2	11428
RNASE7	11429
ARHGEF40	11430
NSMF	11431
ZNF219	11432
C12orf50	11433
CASP7	11434
PPP1R36	11435
BTNL9	11436
CCDC186	11437
VWA2	11438
METTL3	11439
SALL2	11440
PRAP1	11441
TRUB1	11442
ERICH6B	11443
CYP2C19	11444
ZFYVE1	11445
C10orf82	11446
HSPA12A	11447
FRAT1	11448
UBTD1	11449
ANKRD2	11450
E2F7	11451
ARHGAP42	11452
ISCA2	11453
OTOGL	11454
LARGE2	11455
PACSIN3	11456
TTC7B	11457
SLC39A13	11458
PSMC3	11459
RAPSN	11460
AGBL2	11461
TC2N	11462
CPSF2	11463
SMCO2	11464
MOAP1	11465
IFI27L1	11466
IFI27	11467
SERPINA12	11468
CLMN	11469
PDZRN4	11470
SLC6A5	11471
CCDC38	11472
NELL1	11473
PTER	11474
C1QL3	11475
CACNB2	11476
HACD1	11477
ARL5B	11478
SMCO4	11479
CEP295	11480
KCNC2	11481
TAF1D	11482
ABTB2	11483
R3HCC1L	11484
AMOTL1	11485
HTRA1	11486
LIPC	11487
CEP57	11488
TCP11L2	11489
PASD1	11490
SPRED1	11491
TMCO5A	11492
GPR176	11493
JAM3	11494
IL25	11495
CMTM5	11496
GLB1L3	11497
ADAMTS15	11498
SVOP	11499
SPATA19	11500
GPT2	11501
AMN	11502
RAB8B	11503
IKBIP	11504
RPUSD2	11505
HIF1AN	11506
NDUFB8	11507
ZFYVE19	11508
PPP1R14D	11509
SPINT1	11510
FBN1	11511
AVPR1A	11512
C16orf78	11513
DEPDC4	11514
LRTM2	11515
OPN1MW2	11516
BRD7	11517
CKB	11518
TRMT61A	11519
BTRC	11520
POLL	11521
BAG5	11522
DPCD	11523
LARP6	11524
API5	11525
ASPG	11526
ZNF319	11527
HPS6	11528
SENP8	11529
NOLC1	11530
ALKBH3	11531
COPS2	11532
GABRB3	11533
SPIC	11534
TBATA	11535
SGPL1	11536
FRS2	11537
CCT2	11538
PCBD1	11539
ARIH1	11540
DNAAF8	11541
CLMP	11542
SCN3B	11543
COX11	11544
ZNF202	11545
FAM227B	11546
STXBP4	11547
CYYR1	11548
CUL5	11549
MYRFL	11550
WBP1L	11551
BORCS7	11552
C2_ENSG00000166278	11553
PLEKHF1	11554
TMEM100	11555
ANAPC16	11556
SMPD1	11557
APBB1	11558
SYNPO2L	11559
NUDT13	11560
C11orf65	11561
TRIM44	11562
ILK	11563
TAF10	11564
TPP1	11565
DCHS1	11566
NETO1	11567
MSS51	11568
CYB5A	11569
USP54	11570
RAG1	11571
POTED	11572
IFTAP	11573
WDR88	11574
OR10A5	11575
OR2D2	11576
ATP9B	11577
PPFIBP2	11578
MOGAT2	11579
CYB5R2	11580
SERPINB7	11581
GARRE1	11582
SERPINB8	11583
TUB	11584
RIC3	11585
LMO1	11586
IDH3A	11587
WDR72	11588
CRABP1	11589
PLD4	11590
ZMAT1	11591
XRRA1	11592
TRIM66	11593
RNF169	11594
RPL27A	11595
DENND2B	11596
CDYL2	11597
TMEM130	11598
PRTG	11599
CENPN	11600
AKIP1	11601
ATMIN	11602
C16orf46	11603
TMEM41B	11604
LEO1	11605
ZNF143	11606
TMX3	11607
MFAP4	11608
WEE1	11609
MAPK7	11610
PRKCB	11611
HDGFL3	11612
NDST2	11613
MCM7	11614
CLEC3A	11615
CCDC68	11616
CLEC4E	11617
ZNF3	11618
CLEC4D	11619
ZSCAN21	11620
RIMKLB	11621
A2ML1	11622
BEAN1	11623
TK2	11624
TMED3	11625
SLC38A8	11626
SEC11C	11627
CPLX4	11628
GALR1	11629
TMEM135	11630
IQCD	11631
NDEL1	11632
CENPV	11633
CDH16	11634
RRAD	11635
CIAO2B	11636
CFAP52	11637
HSP90B1	11638
MC4R	11639
BLCAP	11640
SERPINB12	11641
CHRFAM7A	11642
ATF7IP2	11643
MMP10	11644
TVP23A	11645
BEX3	11646
TMPRSS5	11647
COG1	11648
PLEKHA7	11649
ZNF606	11650
ZCCHC18	11651
B2M	11652
ZNF592	11653
GOLM2	11654
HTR3A	11655
NNMT	11656
ACSM1	11657
AP1G1	11658
SLFN5	11659
CATSPER2	11660
BMERB1	11661
MARF1	11662
SAAL1	11663
YPEL4	11664
PPIB	11665
LDHC	11666
CIAO2A	11667
LDHAL6A	11668
FAM111A	11669
PCLAF	11670
KIF7	11671
LDHD	11672
PLIN1	11673
PEX11A	11674
TMEM170A	11675
MESP1	11676
ANPEP	11677
SCNN1G	11678
RBPMS2	11679
NAV2	11680
ANKDD1A	11681
GLYATL1	11682
C18orf54	11683
DCTN5	11684
TERF2IP	11685
PLK1	11686
CLPX	11687
GPR182	11688
ZBTB39	11689
CACNG2	11690
TAC3	11691
MYO1A	11692
CHP2	11693
NEMP1	11694
NAB2	11695
VPS39	11696
STAT6	11697
PATL1	11698
ATP23	11699
ELFN2_ENSG00000166897	11700
STX3	11701
MRPL16	11702
PIP4K2C	11703
MTMR10	11704
YWHAB	11705
C15orf48	11706
SCG5	11707
GREM1	11708
NYAP1	11709
TSC22D4	11710
MS4A6E	11711
MS4A7	11712
MS4A14	11713
MS4A5	11714
DIS3L	11715
CCNDBP1	11716
EPB42	11717
TGM6	11718
SMAD3	11719
MS4A8	11720
CCDC178	11721
MS4A15	11722
MAP1A	11723
RCCD1	11724
AKTIP	11725
MAPRE2	11726
EVA1C	11727
MARS1	11728
MBD6	11729
CNPY4	11730
PDIA3	11731
NUDT21	11732
NAT16	11733
TERB2	11734
NKX3-1	11735
SGSM1	11736
DUSP18	11737
TEF	11738
MEI1	11739
B4GALNT2	11740
PBX3	11741
GNGT2	11742
PHB1	11743
SNRPD1	11744
TTC16	11745
SUN5	11746
SAMD14	11747
PIP5KL1	11748
TMEM92	11749
EEIG1	11750
ACSF2	11751
GOLGA2	11752
TRUB2	11753
COQ4	11754
SLC27A4	11755
ANKRD40CL	11756
URM1	11757
CERCAM	11758
DOLPP1	11759
CCDC103	11760
ENDOG	11761
TBC1D21	11762
PRRX2	11763
UGT1A6	11764
C15orf39	11765
ISLR2	11766
SP2	11767
PRR15L	11768
COQ7	11769
GPRC5B	11770
CRK	11771
C16orf92	11772
GOLGA6C	11773
FBXO22	11774
TBC1D2B	11775
NOD2	11776
SNX20	11777
LOXHD1	11778
KATNAL2	11779
HDHD2	11780
ZNF91	11781
IGF2	11782
RNF214	11783
CDK12	11784
DPEP2	11785
DUS2	11786
POP5	11787
ENGASE	11788
RBFOX3	11789
ATP5MG	11790
CD3D	11791
TBC1D16	11792
TEPSIN	11793
MYO5B	11794
ART5	11795
ACAA2	11796
STIM1	11797
RRM1	11798
OR51E2	11799
TRIM68	11800
MMP26	11801
OR51B5	11802
FN3K	11803
PRRT2	11804
ZNF23	11805
IRGQ	11806
ZNF226	11807
ZNF180	11808
PPP2R3B_ENSG00000167393	11809
ZNF668	11810
ZNF646	11811
VKORC1	11812
GNG8	11813
LPO	11814
CA4	11815
SMG8	11816
TPM4	11817
RAB8A	11818
GPX4	11819
MIDN	11820
JSRP1	11821
NIBAN3	11822
KLHL26	11823
GATAD2A	11824
MVD	11825
CDT1	11826
TRAPPC2L	11827
ANKRD11	11828
SPATA33	11829
RSKR	11830
PROCA1	11831
RPL13	11832
ZNF641	11833
LALBA	11834
CACNB3	11835
DHRS13	11836
TP53I13	11837
KMT2D	11838
CORO6	11839
RHEBL1	11840
TUBA1A	11841
TUBA1C	11842
ZNF610	11843
ZNF528	11844
ZNF701	11845
SERTAD3	11846
NCKAP5L	11847
RAB4B	11848
AQP2	11849
GPD1	11850
PROSER3	11851
CYP2S1	11852
AXL	11853
NFKBID	11854
TMC4	11855
ANKRD33	11856
LAIR1	11857
TTYH1	11858
LENG8	11859
CDC42EP5	11860
LAIR2	11861
TMEM145	11862
ZNF526	11863
TRAPPC9	11864
KIR3DL1	11865
NLRP7	11866
ZNF146	11867
ZNF283	11868
PPP1R14A	11869
SPINT2	11870
C19orf33	11871
YIF1B	11872
DNAAF3	11873
PSCA	11874
ATCAY	11875
LY6D	11876
DAPK3	11877
EEF2	11878
TMIGD2	11879
CHAF1A	11880
UBXN6	11881
HDGFL2	11882
PLIN4	11883
SEMA6B	11884
ZNF444	11885
NXN	11886
TLCD3A	11887
GLOD4	11888
MFSD3	11889
GPT	11890
KIFC2	11891
SLC43A2	11892
RILP	11893
SERPINF2	11894
WDR81	11895
SRR	11896
TSR1	11897
TRPV3	11898
HSD11B1L	11899
CYB5D2	11900
GGT6	11901
KLK1	11902
KLK4	11903
KLK2	11904
KLK5	11905
KLK6	11906
KLK11	11907
KLK13	11908
ZNF83	11909
KRT80	11910
KRT1	11911
ACER1	11912
OTUB1	11913
RCOR2	11914
ANGPTL4	11915
ENSG00000167774.2	11916
CD320	11917
SPRYD3	11918
IGFBP6	11919
SOAT2	11920
ZNF558	11921
CABP2	11922
NDUFV1	11923
CDK2AP2	11924
NUDT8	11925
TBX10	11926
ENSG00000167807.15	11927
PRDX2	11928
ZNF232	11929
MIS12	11930
CD300C	11931
CD300A	11932
TEKT1	11933
HID1	11934
MRPL58	11935
ATP5PD	11936
TMEM88	11937
EVPL	11938
SRP68	11939
MGAT5B	11940
TMC8	11941
TK1	11942
TMEM68	11943
CYP7A1	11944
GSDMA	11945
KRT24	11946
GHDC	11947
FAM234A	11948
SOST	11949
ZNF598	11950
RAB26	11951
MLST8	11952
E4F1	11953
DNASE1L2	11954
ECI1	11955
CASKIN1	11956
ABCA3	11957
KCTD5	11958
SRRM2	11959
ZNF597	11960
NLRC3	11961
SDHAF2	11962
DDB1	11963
VPS37C	11964
VWCE	11965
RAB3IL1	11966
BEST1	11967
FTH1	11968
BSCL2	11969
POLR2G	11970
SLC3A2	11971
PLAAT5	11972
SPINDOC	11973
ATG16L2	11974
C2CD3	11975
TRANK1	11976
TTC21A	11977
RPSA	11978
ENTPD3	11979
CTNNB1	11980
ULK4	11981
FADD	11982
LTBP3	11983
NAALADL1	11984
SAC3D1	11985
BATF2	11986
SLC22A11	11987
SF1	11988
MAP4K2	11989
MAJIN	11990
CCDC88B	11991
SCARA3	11992
PBK	11993
SCARA5	11994
PNOC	11995
COPS6	11996
PAFAH1B2	11997
ANKS3	11998
NUDT16L1	11999
KIAA1586	12000
RAB4A	12001
OR1F1	12002
OR2B2	12003
KCNJ4	12004
SETD5	12005
VASN	12006
FAM83B	12007
THAP9	12008
OR2C1	12009
RNF187	12010
HOOK3	12011
MAPK1IP1L	12012
DDIT4	12013
RBPJ	12014
LMBRD1	12015
ZCCHC4	12016
PTGDR	12017
TTC39C	12018
GLYCTK	12019
GNG4	12020
UBTD2	12021
POLR2J3_ENSG00000168255	12022
NKIRAS2	12023
DNAJC7	12024
KCNV2	12025
IRF2BP2	12026
PTF1A	12027
NT5DC2	12028
FOXI1	12029
UQCC5	12030
COA6	12031
KIF5C	12032
MGAT2	12033
BMI1	12034
THAP11	12035
MMADHC	12036
PDHB	12037
PXK	12038
H1-4	12039
PCMTD1	12040
KCTD6	12041
MPLKIP	12042
ACOX2	12043
FAM107A	12044
IRF2	12045
MOBP	12046
CX3CR1	12047
PPDPFL	12048
XIRP1	12049
INSM2	12050
DEGS2	12051
SCN11A	12052
ARF4	12053
SEPTIN2	12054
FILIP1L	12055
MFSD2A	12056
DTYMK	12057
TAP1	12058
ING5	12059
ATG4B	12060
BDKRB2	12061
MLKL	12062
RFWD3	12063
MTNR1A	12064
KCNG4	12065
RHOH	12066
KLHL30	12067
COG7	12068
CDC40	12069
STIP1	12070
SCNN1B	12071
HR	12072
TXNDC2	12073
RAB31	12074
REEP4	12075
TNXB	12076
LGI3	12077
SFTPC	12078
BMP1	12079
ATXN2L	12080
PHYHIP	12081
CCDC110	12082
POLR3D	12083
FEN1	12084
CAVIN2	12085
MTCL1	12086
GBX2	12087
HJV	12088
SCGB1D1	12089
HEXIM2	12090
FNTA	12091
SERINC2	12092
MYL1	12093
TRAPPC11	12094
CHRM1	12095
COL3A1	12096
GFRA2	12097
ING2	12098
CDKN2AIP	12099
SNRNP48	12100
TMEM223	12101
SLC20A2	12102
CRYGA	12103
DYNLRB2	12104
TMUB2	12105
ADAM29	12106
STAT3	12107
ZSWIM1	12108
ADAM9	12109
ADAM18	12110
GDNF	12111
MUCL3	12112
WFDC13	12113
AXIN2	12114
NDUFS5	12115
VWA3B	12116
ZNF30	12117
UGT3A2	12118
LRATD2	12119
LDLRAD4	12120
KCTD19	12121
SLC16A4	12122
IL7R	12123
TMEM208	12124
LRP1B	12125
WFDC12	12126
AHCYL1	12127
DNAJC21	12128
PKIG	12129
NPNT	12130
CA7	12131
FAM178B	12132
SEMA4C	12133
CNNM3	12134
GSTM4	12135
TET2	12136
CXXC4	12137
TCTN2	12138
SHOX2	12139
PPIP5K1	12140
TSPAN5	12141
ABHD15	12142
ZBTB5	12143
CHTF8	12144
ADAL	12145
LCMT2	12146
SNTB2	12147
IL12A	12148
ZNF507	12149
STX18	12150
NSG1	12151
ZBTB49	12152
GFM1	12153
HTR1E	12154
FSTL5	12155
DDX19A	12156
ATOH8	12157
SOX14	12158
ANKRD49	12159
SFTPB	12160
USP39	12161
TNIP2	12162
C2orf68	12163
TMEM150A	12164
RNF181	12165
VAMP5	12166
BTNL3	12167
LRRC28	12168
MAT2A	12169
PLA2G4F	12170
ENHO	12171
ZNF608	12172
SLC35G2	12173
INPP5D	12174
LETM1	12175
CTRB1	12176
CTRB2	12177
TRIM49	12178
TMEM129	12179
PPIC	12180
SPRY3	12181
CEP120	12182
STXBP6	12183
